0.000	0.00000000
0.005	0.00035640
0.010	0.00085640
0.015	0.00135640
0.020	0.00185640
0.025	0.00235640
0.030	0.00285640
0.035	0.00335640
0.040	0.00385640
0.045	0.00435640
0.050	0.00485640
0.055	0.00535640
0.060	0.00585640
0.065	0.00635640
0.070	0.00685640
0.075	0.00735640
0.080	0.00785640
0.085	0.00835640
0.090	0.00885640
0.095	0.00935640
0.100	0.00985640
0.105	0.01035640
0.110	0.01085640
0.115	0.01135640
0.120	0.01185640
0.125	0.01235640
