0.0,214.63739935555554
1.0,211.87226189999998
2.0,208.74014889000003
3.0,207.77108941818182
4.0,214.52759008000004
5.0,216.69252086363633
6.0,211.32822602000002
7.0,213.89849976
8.0,208.49012516363635
9.0,207.35606089
10.0,215.55203844
11.0,209.8244999833333
12.0,
13.0,200.32824244999998
14.0,210.74310157777782
15.0,213.35924958750002
16.0,213.04878743636365
17.0,214.43764465454547
18.0,211.88543306000005
19.0,216.9049032818182
20.0,215.91156646000002
21.0,217.09775220000006
22.0,206.5946653545455
23.0,217.79878161
24.0,217.00292593636365
25.0,209.63868989
26.0,214.74804972727273
27.0,207.78747218999996
28.0,218.96699653000002
29.0,212.68937103636367
30.0,211.43616255999999
31.0,206.10445060909092
32.0,212.44252848000002
33.0,214.76458978181822
34.0,205.95405787999997
35.0,212.19093699999996
36.0,214.92294811999997
37.0,212.983439
38.0,208.29065514999996
39.0,203.50639363636364
40.0,212.44258429
41.0,215.28242032999995
42.0,208.32660186363634
43.0,213.01781795999997
44.0,217.60093516
45.0,216.39840216363635
46.0,216.70233835000002
47.0,206.13376608
48.0,215.04221916363633
