28.962,0.064483
38.552,0.064483
38.507,0.064483
38.458,0.064483
38.41,0.064483
38.362,0.064483
38.314,0.064483
38.266,0.064483
38.218,0.064483
38.17,0.064483
38.122,0.064483
38.074,0.064483
38.026,0.064483
37.979,0.064483
37.931,0.064483
37.883,0.064483
37.836,0.064483
37.788,0.064483
37.741,0.064483
37.694,0.064483
37.646,0.064483
37.599,0.064483
37.552,0.064483
37.505,0.064483
37.458,0.064483
37.411,0.064483
37.364,0.064483
37.317,0.064483
37.27,0.064483
37.223,0.064483
37.176,0.064483
37.13,0.064483
37.083,0.064483
37.037,0.064483
36.99,0.064483
36.944,0.064483
36.897,0.064483
36.851,0.064483
36.805,0.064483
36.757,0.064343
36.712,0.064063
36.667,0.063784
36.622,0.063504
36.578,0.063225
36.533,0.062945
36.489,0.062665
36.444,0.062386
36.4,0.062106
36.356,0.061826
36.312,0.061547
36.268,0.061267
36.224,0.060987
36.18,0.060708
36.136,0.060428
36.093,0.060148
36.05,0.059869
36.006,0.059589
35.963,0.059309
35.92,0.05903
35.877,0.05875
35.834,0.05847
35.792,0.058191
35.749,0.057911
35.707,0.057631
35.664,0.057352
35.622,0.057072
35.58,0.056792
35.538,0.056513
35.496,0.056233
35.454,0.055954
35.413,0.055674
35.371,0.055394
35.33,0.055115
35.288,0.054835
35.247,0.054555
35.206,0.054276
35.165,0.053996
35.125,0.053716
35.084,0.053437
