5.0,5.1,5.2,5.3,5.4,5.5,5.6,5.7,5.8,5.9,6.0,6.1,6.2,6.3,6.4,6.5,6.6,6.7,6.8,6.9,7.0,7.1,7.2,7.3,7.4,7.5,7.6,7.7,7.8,7.9,8.0,8.1,8.2,8.3,8.4,8.5,8.6,8.7,8.8,8.9,9.0,9.1,9.2,9.3,9.4,9.5,9.6,9.7,9.8,9.9,10.0
1.3544,1.3603,1.3659,1.371,1.3759,1.3804,1.3847,1.3886,1.3923,1.3956,1.3987,1.4016,1.4042,1.4066,1.4088,1.4107,1.4124,1.414,1.4153,1.4164,1.4174,1.4182,1.4188,1.4193,1.4196,1.4197,1.4197,1.4196,1.4194,1.419,1.4184,1.4178,1.4171,1.4162,1.4152,1.4142,1.413,1.4117,1.4104,1.4089,1.4074,1.4058,1.4041,1.4023,1.4005,1.3985,1.3966,1.3945,1.3924,1.3902,1.388
1.3496,1.3555,1.3611,1.3663,1.3712,1.3757,1.38,1.384,1.3876,1.391,1.3942,1.3971,1.3997,1.4022,1.4043,1.4063,1.4081,1.4096,1.411,1.4122,1.4132,1.414,1.4147,1.4152,1.4155,1.4157,1.4157,1.4157,1.4154,1.4151,1.4146,1.414,1.4133,1.4125,1.4115,1.4105,1.4093,1.4081,1.4068,1.4054,1.4039,1.4023,1.4006,1.3989,1.3971,1.3952,1.3933,1.3913,1.3892,1.3871,1.3849
1.347,1.3529,1.3585,1.3637,1.3686,1.3732,1.3775,1.3815,1.3852,1.3887,1.3918,1.3948,1.3975,1.3999,1.4021,1.4041,1.4059,1.4075,1.4089,1.4101,1.4112,1.412,1.4127,1.4132,1.4136,1.4138,1.4139,1.4138,1.4136,1.4133,1.4129,1.4123,1.4116,1.4108,1.4099,1.4089,1.4078,1.4066,1.4053,1.4039,1.4024,1.4009,1.3993,1.3976,1.3958,1.3939,1.392,1.39,1.388,1.3859,1.3837
1.3443,1.3503,1.3559,1.3612,1.3661,1.3707,1.3751,1.3791,1.3828,1.3863,1.3895,1.3925,1.3952,1.3977,1.3999,1.4019,1.4038,1.4054,1.4068,1.4081,1.4091,1.41,1.4107,1.4113,1.4117,1.4119,1.4121,1.412,1.4119,1.4116,1.4111,1.4106,1.4099,1.4092,1.4083,1.4073,1.4062,1.4051,1.4038,1.4024,1.401,1.3995,1.3979,1.3962,1.3944,1.3926,1.3907,1.3888,1.3867,1.3847,1.3825
1.3417,1.3477,1.3533,1.3586,1.3636,1.3683,1.3726,1.3767,1.3804,1.3839,1.3872,1.3902,1.3929,1.3954,1.3977,1.3998,1.4016,1.4033,1.4047,1.406,1.4071,1.408,1.4088,1.4094,1.4098,1.4101,1.4102,1.4102,1.4101,1.4098,1.4094,1.4089,1.4083,1.4075,1.4067,1.4057,1.4047,1.4035,1.4023,1.401,1.3996,1.3981,1.3965,1.3948,1.3931,1.3913,1.3895,1.3875,1.3855,1.3835,1.3814
1.3391,1.3451,1.3508,1.3561,1.3611,1.3658,1.3702,1.3743,1.3781,1.3816,1.3849,1.3879,1.3906,1.3932,1.3955,1.3976,1.3995,1.4012,1.4027,1.404,1.4051,1.406,1.4068,1.4074,1.4079,1.4082,1.4084,1.4084,1.4083,1.4081,1.4077,1.4072,1.4066,1.4059,1.4051,1.4042,1.4032,1.402,1.4008,1.3995,1.3981,1.3967,1.3951,1.3935,1.3918,1.39,1.3882,1.3863,1.3843,1.3823,1.3802
1.3365,1.3425,1.3482,1.3536,1.3586,1.3633,1.3677,1.3719,1.3757,1.3792,1.3825,1.3856,1.3884,1.391,1.3933,1.3954,1.3974,1.3991,1.4006,1.4019,1.4031,1.4041,1.4049,1.4055,1.406,1.4063,1.4065,1.4066,1.4065,1.4063,1.406,1.4055,1.405,1.4043,1.4035,1.4026,1.4016,1.4005,1.3993,1.3981,1.3967,1.3953,1.3937,1.3921,1.3905,1.3887,1.3869,1.385,1.3831,1.3811,1.379
1.3339,1.34,1.3457,1.3511,1.3561,1.3609,1.3653,1.3695,1.3733,1.3769,1.3802,1.3833,1.3861,1.3887,1.3911,1.3933,1.3952,1.397,1.3985,1.3999,1.4011,1.4021,1.4029,1.4036,1.4041,1.4045,1.4047,1.4048,1.4048,1.4046,1.4043,1.4039,1.4033,1.4027,1.4019,1.401,1.4001,1.399,1.3979,1.3966,1.3953,1.3939,1.3924,1.3908,1.3892,1.3874,1.3857,1.3838,1.3819,1.3799,1.3779
1.3313,1.3374,1.3432,1.3486,1.3537,1.3584,1.3629,1.3671,1.371,1.3746,1.3779,1.381,1.3839,1.3865,1.3889,1.3911,1.3931,1.3949,1.3965,1.3979,1.3991,1.4001,1.401,1.4017,1.4022,1.4026,1.4029,1.403,1.403,1.4029,1.4026,1.4022,1.4017,1.4011,1.4003,1.3995,1.3985,1.3975,1.3964,1.3952,1.3939,1.3925,1.391,1.3895,1.3878,1.3862,1.3844,1.3826,1.3807,1.3787,1.3767
