30.992,0.051852
31.393,0.052082
31.205,0.052313
31.017,0.052543
30.829,0.052774
30.642,0.053005
30.456,0.053235
30.271,0.053466
30.086,0.053696
29.902,0.053927
29.718,0.054157
29.535,0.054388
29.353,0.054619
29.172,0.054849
28.991,0.05508
28.811,0.05531
28.631,0.055541
28.452,0.055772
28.274,0.056002
28.097,0.056233
27.92,0.056463
27.744,0.056694
27.569,0.056924
27.394,0.057155
27.223,0.057066
27.053,0.056977
26.883,0.056888
26.715,0.056799
26.547,0.05671
26.38,0.056621
26.215,0.056533
26.05,0.056444
25.886,0.056355
25.722,0.056266
25.56,0.056177
25.399,0.056088
25.238,0.055999
25.078,0.05591
24.92,0.055821
24.762,0.055732
24.605,0.055643
24.448,0.055554
24.293,0.055465
24.139,0.055376
23.985,0.055287
23.832,0.055199
23.68,0.05511
23.529,0.055021
