0.039513712	0.044840283	0.036070575	0.045635944	0.051064222	0.218439757	0.227665648	0.212476069	0.229043774	0.238445826
0.047046791	0.0510145	0.039280063	0.05047738	0.057813621	0.231487432	0.238359705	0.218035065	0.237429386	0.250136129
0.035074562	0.041632037	0.060506674	0.032752028	0.045536069	0.210750923	0.222108803	0.254800633	0.206728176	0.228870785
0.044663641	0.049108771	0.038546502	0.049569402	0.056130711	0.227359695	0.235058887	0.2167645	0.235856722	0.247221244
0.043515003	0.048783663	0.03793478	0.04860498	0.056111987	0.225370197	0.234495782	0.215704967	0.234186296	0.247188812
0.045939921	0.050637218	0.039253481	0.051226861	0.058064367	0.229570278	0.237706234	0.217989024	0.238727527	0.250570434
0.045595703	0.050674757	0.039256224	0.051089624	0.058207414	0.228974075	0.237771254	0.217993775	0.238489824	0.250818198
0.045689835	0.050642142	0.039271189	0.057914731	0.062742452	0.229137115	0.237714763	0.218019695	0.250311256	0.258673115
0.048158495	0.048200001	0.037615177	0.045375465	0.04567287	0.233412961	0.233484851	0.215151398	0.228592611	0.229107732
0.048701494	0.048851587	0.037894225	0.046078379	0.04610162	0.234353461	0.234613431	0.215634722	0.229810094	0.229850348
0.048921432	0.048781917	0.037814531	0.045769642	0.046069504	0.234734405	0.234492758	0.215496689	0.229275345	0.229794721
0.045789115	0.046017392	0.036188861	0.043103002	0.042738958	0.229309074	0.229704462	0.212680945	0.224656589	0.224026047
0.045940404	0.046277829	0.036212039	0.045323569	0.04322271	0.229571114	0.230155551	0.212721092	0.228502724	0.22486393
0.052033799	0.051849839	0.039657177	0.046125342	0.049357868	0.240125184	0.239806556	0.218688246	0.229891436	0.235490335
0.052374357	0.052035213	0.039739126	0.047771207	0.049879499	0.240715047	0.240127632	0.218830185	0.232742158	0.236393826
0.051564281	0.05197533	0.039668668	0.050130249	0.052163236	0.239311955	0.240023913	0.218708148	0.236828139	0.240349375
0.053738184	0.053392018	0.040673093	0.049003604	0.050886327	0.243077264	0.242477687	0.220447864	0.234876731	0.238137704
0.053830621	0.053281001	0.040458413	0.049479593	0.051190787	0.243237371	0.242285402	0.220076028	0.23570117	0.238665044
0.053766026	0.053328805	0.040409054	0.049457155	0.051159066	0.243125489	0.2423682	0.219990534	0.235662304	0.238610101
0.053774668	0.053394038	0.040441738	0.049650041	0.051177522	0.243140458	0.242481186	0.220047144	0.235996394	0.238642069
0.053688137	0.053232654	0.040344492	0.04947739	0.05194341	0.242990581	0.242201661	0.21987871	0.235697353	0.239968625
0.05365337	0.05332459	0.040390488	0.04959543	0.051897723	0.242930363	0.2423609	0.219958377	0.235901804	0.239889493
0.053622663	0.053229928	0.040304978	0.058752927	0.05670585	0.242877177	0.24219694	0.219810269	0.251763055	0.248217413
0.058552807	0.056699245	0.04251175	0.051736451	0.054775595	0.251416436	0.248205973	0.223632512	0.239610162	0.244874113
0.058839072	0.057511889	0.042973813	0.052455406	0.055478044	0.251912261	0.249613514	0.224432828	0.240855428	0.24609079
0.059527203	0.058022108	0.043258986	0.053189123	0.056335542	0.253104139	0.250497239	0.224926761	0.242126263	0.24757602
0.059367924	0.057714539	0.043072376	0.056648498	0.057299138	0.252828261	0.249964514	0.224603544	0.248118076	0.249245018
0.060996253	0.059175017	0.043996458	0.054823922	0.057515552	0.25564861	0.252494136	0.2262041	0.244957819	0.249619859
0.060919524	0.059072326	0.043914776	0.054565086	0.058430727	0.255515711	0.25231627	0.226062623	0.244509501	0.251204987
0.041568763	0.040633275	0.033518601	0.044016555	0.040220432	0.22199921	0.220378898	0.20805592	0.226238909	0.219663832
0.041382211	0.040656772	0.033437934	0.043960498	0.04019037	0.221676092	0.220419594	0.207916201	0.226141815	0.219611764
0.041384019	0.04083718	0.033505797	0.04406096	0.040291785	0.221679223	0.220732071	0.208033742	0.226315822	0.219787419
0.041127504	0.040806321	0.03345799	0.044463124	0.040256247	0.221234927	0.220678621	0.207950939	0.227012389	0.219725865
0.041305579	0.041047861	0.033541783	0.045662165	0.040521225	0.221543362	0.221096981	0.208096072	0.22908919	0.220184821
0.055253245	0.052483064	0.04047317	0.05365641	0.053394946	0.245701428	0.240903333	0.220101587	0.242935629	0.242482759
0.055946483	0.053120622	0.040775546	0.0549128	0.054136005	0.246902152	0.242007616	0.220625317	0.245111759	0.243766312
0.056987376	0.053993865	0.041392488	0.056405629	0.055965379	0.248705031	0.243520117	0.221693892	0.247697415	0.24693488
0.05284525	0.05148425	0.039870254	0.0530601	0.053941081	0.241530658	0.239173338	0.219057306	0.241902789	0.243428693
0.050871659	0.048985871	0.038097372	0.051276007	0.050429597	0.238112298	0.234846017	0.215986585	0.238812649	0.237346625
0.050928322	0.049034838	0.038174528	0.051264744	0.050068418	0.238210442	0.23493083	0.216120221	0.238793142	0.236721044
0.050898478	0.049128809	0.038228717	0.051132223	0.049910053	0.23815875	0.235093594	0.21621408	0.238563608	0.236446748
0.050615899	0.049044517	0.038185817	0.051012226	0.049893729	0.237669308	0.234947596	0.216139775	0.238355767	0.236418474
0.050707731	0.049006411	0.038163389	0.05129639	0.050137541	0.237828366	0.234881594	0.216100929	0.238847954	0.236840768
0.050905941	0.049027745	0.038164763	0.05150996	0.050497669	0.238171676	0.234918546	0.216103308	0.239217868	0.237464529
0.030438806	0.046360489	0.036920325	0.048789304	0.051910914	0.202721559	0.230298722	0.213947879	0.234505553	0.239912341
0.033901659	0.04983394	0.039270993	0.051244298	0.056843018	0.208719396	0.236314916	0.218019355	0.238757727	0.248454995
0.033789602	0.04890902	0.038376223	0.050939003	0.055633081	0.208525307	0.234712907	0.216469568	0.238228941	0.246359324
0.033880033	0.049613064	0.03919237	0.051808838	0.055819643	0.208681939	0.235932347	0.217883175	0.23973554	0.246682457
0.033730125	0.049715226	0.039265531	0.051487086	0.055977548	0.20842229	0.236109297	0.218009894	0.239178249	0.246955958
0.034132248	0.049342925	0.039026989	0.051536289	0.056683348	0.209118788	0.235464453	0.217596728	0.239263472	0.248178438
0.052775499	0.054431393	0.042290555	0.040245153	0.054655599	0.241409846	0.244277937	0.22324939	0.21970665	0.244666275
