6.18625	0.039513712	0.044840283	0.036070575	0.045635944	0.051064222
6.119583333	0.047046791	0.0510145	0.039280063	0.05047738	0.057813621
8.428630705	0.035074562	0.041632037	0.060506674	0.032752028	0.045536069
7.573443983	0.044663641	0.049108771	0.038546502	0.049569402	0.056130711
7.572653061	0.043515003	0.048783663	0.03793478	0.04860498	0.056111987
8.139419087	0.045939921	0.050637218	0.039253481	0.051226861	0.058064367
8.088333333	0.045595703	0.050674757	0.039256224	0.051089624	0.058207414
8.147302905	0.045689835	0.050642142	0.039271189	0.057914731	0.062742452
6.050704225	0.048158495	0.048200001	0.037615177	0.045375465	0.04567287
6.052300469	0.048701494	0.048851587	0.037894225	0.046078379	0.04610162
6.020569211	0.048921432	0.048781917	0.037814531	0.045769642	0.046069504
5.24375	0.045789115	0.046017392	0.036188861	0.043103002	0.042738958
5.332727273	0.045940404	0.046277829	0.036212039	0.045323569	0.04322271
7.072727273	0.052033799	0.051849839	0.039657177	0.046125342	0.049357868
7.054107649	0.052374357	0.052035213	0.039739126	0.047771207	0.049879499
7.024736225	0.051564281	0.05197533	0.039668668	0.050130249	0.052163236
7.65952381	0.053738184	0.053392018	0.040673093	0.049003604	0.050886327
7.46201873	0.053830621	0.053281001	0.040458413	0.049479593	0.051190787
7.47020934	0.053766026	0.053328805	0.040409054	0.049457155	0.051159066
7.446987952	0.053774668	0.053394038	0.040441738	0.049650041	0.051177522
7.493222354	0.053688137	0.053232654	0.040344492	0.04947739	0.05194341
7.437366548	0.05365337	0.05332459	0.040390488	0.04959543	0.051897723
7.405108557	0.053622663	0.053229928	0.040304978	0.058752927	0.05670585
8.885714286	0.058552807	0.056699245	0.04251175	0.051736451	0.054775595
8.96039604	0.058839072	0.057511889	0.042973813	0.052455406	0.055478044
8.969220945	0.059527203	0.058022108	0.043258986	0.053189123	0.056335542
9.004735683	0.059367924	0.057714539	0.043072376	0.056648498	0.057299138
9.427673649	0.060996253	0.059175017	0.043996458	0.054823922	0.057515552
9.554318182	0.060919524	0.059072326	0.043914776	0.054565086	0.058430727
5.38013468	0.041568763	0.040633275	0.033518601	0.044016555	0.040220432
5.393222683	0.041382211	0.040656772	0.033437934	0.043960498	0.04019037
5.396041308	0.041384019	0.04083718	0.033505797	0.04406096	0.040291785
5.411315417	0.041127504	0.040806321	0.03345799	0.044463124	0.040256247
5.402390999	0.041305579	0.041047861	0.033541783	0.045662165	0.040521225
9.55467033	0.055253245	0.052483064	0.04047317	0.05365641	0.053394946
9.707243243	0.055946483	0.053120622	0.040775546	0.0549128	0.054136005
9.817506631	0.056987376	0.053993865	0.041392488	0.056405629	0.055965379
8.786956522	0.05284525	0.05148425	0.039870254	0.0530601	0.053941081
7.978732277	0.050871659	0.048985871	0.038097372	0.051276007	0.050429597
7.980397727	0.050928322	0.049034838	0.038174528	0.051264744	0.050068418
8.022983871	0.050898478	0.049128809	0.038228717	0.051132223	0.049910053
8.005617978	0.050615899	0.049044517	0.038185817	0.051012226	0.049893729
8.00472155	0.050707731	0.049006411	0.038163389	0.05129639	0.050137541
8.016744186	0.050905941	0.049027745	0.038164763	0.05150996	0.050497669
6.205992011	0.030438806	0.046360489	0.036920325	0.048789304	0.051910914
7.2875	0.033901659	0.04983394	0.039270993	0.051244298	0.056843018
7.44375	0.033789602	0.04890902	0.038376223	0.050939003	0.055633081
7.310526316	0.033880033	0.049613064	0.03919237	0.051808838	0.055819643
7.287804878	0.033730125	0.049715226	0.039265531	0.051487086	0.055977548
7.281898734	0.034132248	0.049342925	0.039026989	0.051536289	0.056683348
9.350299914	0.052775499	0.054431393	0.042290555	0.040245153	0.054655599
